category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
sensors,Norway,3,SPS-67,Sea search radar,-2000,2001-2002,3,AN/SPS-67(V)3 version; for modernization of 3 Nordkapp OPV
sensors,Norway,5,SPY-1F,Air search radar,2000,2006-2011,5,Part of $500 m deal; part of AEGIS combat system for 5 Nansen frigates from Spain
sensors,Norway,9,AAQ-33 Sniper,Aircraft EO system,-2002,2003-2004,-9,For F-16 combat aircraft
sensors,Norway,-5,AAQ-14 LANTIRN,Aircraft EO system,-2003,2003,-5,Possibly loan for use on F-16 combat aircraft in Afghanistan
sensors,Norway,6,AAQ-33 Sniper,Aircraft EO system,2004,2005-2006,-6,For F-16 combat aircraft
sensors,Oman,14,AAQ-13 LANTIRN,Combat ac radar,2002,2005-2008,-14,Part of $1.1 b deal; for F-16 combat aircraft
sensors,Oman,14,AAQ-14 LANTIRN,Aircraft EO system,2002,2005-2008,-14,Part of $1.1 b deal; for F-16 combat aircraft
sensors,Oman,7,AAQ-33 Sniper,Aircraft EO system,2003,2006,-7,For F-16 combat aircraft; Pantera version
sensors,Oman,-12,AAQ-33 Sniper,Aircraft EO system,2012,2014,-12,$23 m deal; for F-16 combat aircraft
sensors,Oman,3,APG-68,Combat ac radar,2012,2014,-3,AN/APG-68(V)9 version; spares for F-16 combat aircraft
sensors,Oman,4,DB-110,Aircraft recce system,2012,2014,-4,$34 m deal; for F-16 combat aircraft
sensors,Oman,-1,MPQ-64 Sentinel,Air search radar,-2013,2016,-1,Part of $2.1 b deal; for NASAMS SAM system from Norway
sensors,Pakistan,6,TPS-77,Air search radar,2005,2008-2009,-6,$89 m or $100 m deal (financed with 'FMF' aid)
sensors,Pakistan,18,AAQ-33 Sniper,Aircraft EO system,2007,2010,-18,For F-16 combat aircraft
sensors,Pakistan,-35,APG-68,Combat ac radar,2007,2012-2014,-35,APG-68(V)9 version for 'Mid-Life Update' (MLU) modernization of 35 F-16A combat aircraft to F-16C (F-16AM or F-16MLU)
sensors,Pakistan,4,AAQ-33 Sniper,Aircraft EO system,-2008,2011,-4,
sensors,Pakistan,-2,DB-110,Aircraft recce system,-2009,2009,-2,For F-16 combat aircraft
sensors,Pakistan,-10,APG-68,Combat ac radar,-2011,2014,-10,APG-68(V)9 version for 'Mid-Life Update' (MLU) modernization of 10 F-16A combat aircraft to F-16C (F-16AM or F-16MLU)
sensors,Pakistan,5,DB-110,Aircraft recce system,2011,2013,-5,Part of $72m deal; for F-16 combat aircraft
sensors,Pakistan,15,AAQ-33 Sniper,Aircraft EO system,2015,2015-2016,-15,
sensors,Philippines,1,TPS-79 MMSR,Air search radar,-2011,2012,-1,Designation uncertain (reported as 'coastal radar')
sensors,Philippines,2,EDO-997,ASW sonar,-2017,,,For 2 HHI-2600 (Rizal) frigates from South Korea
sensors,Poland,9,MSTAR,Ground surv radar,2000,2001,-9,$3.3-4.2 m deal; AN/PPS-5C version
sensors,Poland,1,MSTAR,Ground surv radar,2002,2002,1,AN/PPS-5C version
sensors,Poland,22,AAQ-33 Sniper,Aircraft EO system,2003,2007-2008,-22,For F-16 combat aircraft; Pantera version
sensors,Poland,13,MSTAR,Ground surv radar,2003,2003-2004,-13,$5.6 m deal; AN/PPS-5C version
sensors,Poland,7,DB-110,Aircraft recce system,2004,2006-2007,-7,$73 m deal; for F-16 combat aircraft
sensors,Poland,11,MSTAR,Ground surv radar,2004,2005,11,$2.7 m deal
sensors,Qatar,1,FPS-132 UEWR,Air search radar,2017,,,$1.1 b deal; delivery planned 2021
sensors,Qatar,-36,AAQ-33 Sniper,Aircraft EO system,2018,2019,-20,Sniper ATP version; for Rafale combat aircraft
sensors,Qatar,,DB-110,Aircraft recce system,2018,,,
sensors,Qatar,,MPQ-64 Sentinel,Air search radar,2019,,,For NASAMS-2 SAM system from Norway
sensors,Romania,2,TPS-79 MMSR,Air search radar,2002,2005,2,TPS-79(R) version
sensors,Romania,17,TPS-79 MMSR,Air search radar,2008,2009-2011,-17,TPS-79(R) version; assembled in Romania
sensors,Romania,-5,AAQ-33 Sniper,Aircraft EO system,-2014,2016,-5,
sensors,Romania,2,TPS-77,Air search radar,2016,2017-2018,-2,
sensors,Saudi Arabia,14,AAQ-33 Sniper,Aircraft EO system,2009,2010,-14,$40 m deal; for F-15S combat aircraft
sensors,Saudi Arabia,-21,AAQ-33 Sniper,Aircraft EO system,2010,2011-2012,-21,$40-42 m deal
sensors,Saudi Arabia,-37,APG-78 Longbow,Combat heli radar,-2010,2014-2016,-37,For 37 AH-64D Longbow combat helicopters
sensors,Saudi Arabia,-193,AAQ-13 LANTIRN,Combat ac radar,-2011,2016-2019,-94,For F-15SA combat aircraft
sensors,Saudi Arabia,-158,AAQ-33 Sniper,Aircraft EO system,2012,2016-2019,-82,For F-15SA combat aircraft
sensors,Saudi Arabia,-10,DB-110,Aircraft recce system,2012,2014-2016,-10,$183 m deal; for F-15SA combat aircraft
sensors,Saudi Arabia,-10,PTDS,AGS aerostat,2017,,,74K Persistent Threat Detection System (PTDS) Aerostats
sensors,Singapore,8,APG-78 Longbow,Combat heli radar,2000,2002,-8,$26 m deal; for 8 AH-64D combat helicopters
sensors,Singapore,6,EDO-980,ASW sonar,-2000,2007-2009,6,For 6 Lafayette (Formidable) frigates from France
sensors,Singapore,18,AAQ-13 LANTIRN,Combat ac radar,2001,2004-2005,-18,For F-16 combat aircraft
sensors,Singapore,12,APG-78 Longbow,Combat heli radar,2001,2005,-12,For 12 AH-64D combat helicopters
sensors,Singapore,-24,AAQ-33 Sniper,Aircraft EO system,-2006,2009-2012,-24,For F-15 combat aircraft
sensors,Singapore,-24,Tiger Eyes,Aircraft EO system,2006,2009-2012,-24,For F-15 combat aircraft
sensors,Singapore,-20,AAQ-33 Sniper,Aircraft EO system,2008,2010-2011,-20,For F-16 combat aircraft
sensors,Singapore,-70,APG-83 SABR,Combat ac radar,2015,2017-2019,-30,For modernization of 70 F-16 combat aircraft; delivery planned 2017-2023
sensors,Singapore,6,TPQ-53,Arty locating radar,2017,2018-2019,-6,$63 m deal
sensors,South Africa,4,APS-143(V),MP aircraft radar,2003,2007,4,For 4 Super Lynx-300 helicopters from UK
sensors,South Korea,3,SPS-49,Air search radar,1994,1998-2000,3,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea; AN/SPS-49(V)5 version
sensors,South Korea,13,AQS-13F,ASW sonar,1997,1999-2001,-13,AQS-18(V)-3 version; for 13 Super Lynx ASW helicopters from UK
sensors,South Korea,3,SPS-49,Air search radar,-1999,2003-2005,3,For 3 KDX-2 frigates produced in South Korea; AN/SPS-49(V)5 version
sensors,South Korea,9,SPG-62,Fire control radar,-2002,2008-2012,9,For 3 KDX-3 destroyers produced in South Korea
sensors,South Korea,3,SPS-67,Sea search radar,-2002,2008-2012,3,For 3 KDX-3 destroyers produced in South Korea
sensors,South Korea,3,SPY-1D,Air search radar,-2002,2008-2012,3,For 3 KDX-3 destroyers produced in South Korea
sensors,South Korea,3,SQS-53,ASW sonar,-2002,2008-2012,3,For 3 KDX-3 destroyers produced in South Korea; SQS-53C version
sensors,South Korea,-40,Tiger Eyes,Aircraft EO system,2002,2005-2008,-40,$164 m deal; for F-15K combat aircraft
sensors,South Korea,-22,APG-67,Combat ac radar,-2006,2011-2012,-22,AN/APG-67(V)4 version; for 22 T/A-50 (T-50 LIFT) trainer/combat aircraft produced in South Korea
sensors,South Korea,-40,AAQ-33 Sniper,Aircraft EO system,-2009,2010-2013,-40,For F-15K combat aircraft
sensors,South Korea,-50,AAQ-33 Sniper,Aircraft EO system,2013,2015-2017,-50,For F-16C and F-15K combat aircraft
sensors,South Korea,6,APG-78 Longbow,Combat heli radar,2013,2017,-6,For 6 AH-64E combat helicopters
sensors,South Korea,134,APG-83 SABR,Combat ac radar,-2015,,,For modernization of 134 F-16 combat aircraft; delivery planned by 2025
sensors,South Korea,3,SPY-1D,Air search radar,2016,,,For 3 KDX-3 destroyers produced in South Korea
sensors,Spain,4,SQQ-32,MCM sonar,1993,1999-2000,4,For 2 Sandown (Segura) minehunters from UK; possibly incl production in Spain
sensors,Spain,5,DE-1160,ASW sonar,1996,2002-2012,5,DE-1160LF version (possibly older Spanish DE-1160B modernized to DE-1160F) for 5 De Bazan (F-100) frigates produced in Spain;
sensors,Spain,-2,Pathfinder,Sea search radar,-1996,2001-2002,-2,For use with coastal guns; Pathfinder Mk-2 version
sensors,Spain,10,SPG-62,Fire control radar,-1996,2002-2012,10,For use with Standard and ESSM SAM on 5 De Bazan (F-100) frigates produced in Spain
sensors,Spain,4,SPY-1F,Air search radar,1996,2002-2006,4,Part of $750 m deal; for 4 De Bazn (F-100) frigates produced in Spain
sensors,Spain,4,MPQ-64 Sentinel,Air search radar,-2000,2002-2003,-4,For 4 NASAMS SAM systems from Norway
sensors,Spain,2,SQQ-32,MCM sonar,2001,2004-2005,-2,For 2 Sandown (Segura) minehunters from UK; possibly incl production in Spain
sensors,Spain,1,SPY-1F,Air search radar,2005,2012,1,Part of $550 m deal; for 1 De Bazan (F-100) frigate produced in Spain
sensors,Spain,5,AN/SPY-7,Air search radar,2019,,,For 5 F-110 frigates produced in Spain
sensors,Sri Lanka,2,TPQ-36 Firefinder,Arty locating radar,-2000,2003-2004,-2,$22 m deal
sensors,Sri Lanka,-1,HF SWR-503,Sea search radar,-2005,2007,1,Aid against LTTE rebels
sensors,Sweden,5,APS-143(V),MP aircraft radar,2002,2016-2017,5,$7.6 m deal; for 5 NH-90 ASW helicopters
sensors,Sweden,48,LCR-2020,Air/sea search radar,-2010,2011-2012,-48,Part of 'REMO-870 programme; Swedish designation PS-640; incl for coast guard and other civilian government agencies
sensors,Sweden,4,APS-143(V),MP aircraft radar,-2015,,,For 4 NH-90 transport aircraft modified to ASW version
sensors,Switzerland,24,PSTAR-ER,Air search radar,2003,2004,24,$24 m deal
sensors,Switzerland,20,ASQ-228 ATFLIR,Aircraft EO system,-2007,2010-2011,-20,For modernization of F/A-18C combat aircraft
sensors,Taiwan,12,R-76,Fire control radar,-1992,1994-2000,12,HR-76C5 version; for 12 Jin Chiang OPV/corvettes produced in Taiwan
sensors,Taiwan,-28,AAQ-14 LANTIRN,Aircraft EO system,1998,2000-2001,-28,Part of $106 m deal; AN/AAQ-19 Sharpshooter version; for F-16 combat aircraft
sensors,Taiwan,28,AAQ-20 Pathfinder,Aircraft EO system,1998,2000-2001,-28,Part of $106 m deal; for F-16 combat aircraft
sensors,Taiwan,11,TPS-77,Air search radar,2002,2004-2006,-11,Incl 4 AN/TPS-117
sensors,Taiwan,1,FPS-115 Pave Paws,Air search radar,2005,2013,1,Part of $1.4 b 'SRP' programme
sensors,Taiwan,-17,APG-78 Longbow,Combat heli radar,-2010,2012-2014,-17,For AH-64E combat helicopters
sensors,Taiwan,144,APG-83 SABR,Combat ac radar,-2014,2018-2019,-16,For modernization of 144 F-16 combat aircraft; delivery planned 2018-2023
sensors,Taiwan,2,AAQ-33 Sniper,Aircraft EO system,2015,2017,-2,
sensors,Taiwan,18,AAQ-33 Sniper,Aircraft EO system,2018,,,$84 m deal; for F-16 combat aircraft
sensors,Thailand,1,APS-128,MP aircraft radar,-2003,2004,1,For 1 Do-228 MP aircraft from FRG; could be AN/APS-504 from Canada
sensors,Thailand,3,SeaVue,MP aircraft radar,-2004,2005-2006,-3,For modernization of 3 P-3T ASW/MP aircraft
sensors,Thailand,1,TPS-77,Air search radar,2007,2012,1,
sensors,Thailand,-18,APG-68,Combat ac radar,2012,2014-2017,-18,Part of $700 m deal for modernization of 18 F-16 combat aircraft; AN/APG-68(V)9 version
sensors,Thailand,-2,TPS-70,Air search radar,2013,2015-2016,-2,TPS-78 version
sensors,Thailand,-5,AAQ-33 Sniper,Aircraft EO system,2014,2015-2016,-5,
sensors,Trinidad and Tobago,1,APG-66,Combat ac radar,2002,2002,1,For modification of 1 Metro-3 (C-26) transport aircraft to MP aircraft
sensors,Turkey,4,DE-1160,ASW sonar,1990,1995-2000,4,For 4 MEKO-200T2 (Barbaros) frigates from FRG
sensors,Turkey,-5,MPQ-64 Sentinel,Air search radar,-1997,1999-2001,-5,For use with FIM-92 SAMs
sensors,Turkey,8,MPQ-64 Sentinel,Air search radar,2002,2005,-8,For use with 8 modernized I-HAWK SAM systems
sensors,Turkey,-163,APG-68,Combat ac radar,-2005,2009-2015,-163,Part of $1.1 b 'Peace Onyx-3' modernization of 163 Turkish F-16C combat aircraft; APG-68(V)9 version
sensors,Turkey,-30,AAQ-13 LANTIRN,Combat ac radar,2009,2011-2012,-30,
sensors,Turkey,-30,AAQ-33 Sniper,Aircraft EO system,2009,2011-2012,-30,
sensors,Turkey,4,DB-110,Aircraft recce system,2013,2014,-4,
sensors,UAE,30,APG-78 Longbow,Combat heli radar,2007,2008-2009,-30,For AH-64D combat helicopters
sensors,UAE,6,DB-110,Aircraft recce system,2011,2013,-6,$81 m deal
sensors,UAE,2,DB-110,Aircraft recce system,-2017,2018-2019,2,MS-110 version; for 2 Global Express-6000 SIGINT aircraft from Canada and UK
sensors,Ukraine,6,TPQ-36 Firefinder,Arty locating radar,2015,2015-2016,6,Second-hand
sensors,United Kingdom,8,DB-110,Aircraft recce system,-1995,1997-2000,-8,RAPTOR version; for Tornado combat aircraft
sensors,United Kingdom,68,APG-78 Longbow,Combat heli radar,1996,2000-2004,-68,For 67 AH-64D (WAH-64D) combat helicopters
sensors,United Kingdom,1,Watchman,Air search radar,2003,2003,1,Second-hand
sensors,United Kingdom,2,APY-8 Lynx,AGS radar,-2006,2007,-2,Part of $77 m 'Project Dabinett'; for MQ-9 UAV
sensors,United Kingdom,10,AAQ-33 Sniper,Aircraft EO system,2007,2007,-10,For Harrier GR-7 and GR-9 combat aircraft
sensors,Venezuela,2,HS-7,ASW sonar,1998,2002,2,For modernization of 2 Lupo (Sucre) frigates
missiles,Ukraine,-210,FGM-148 Javelin,Anti-tank missile,2018,2018,-210,Probably second-hand
missiles,Australia,-400,RIM-162 ESSM,SAM,2002,2003-2017,-400,For MEKO-200 (Anzac) and modernized Perry (Adelaide) frigates; incl production of components in Australia (as part of NATO Sea Sparrow Consortium)
missiles,Australia,-250,JDAM,Guided bomb,2011,2015-2016,-250,JDAM-ER version; incl production of components in Australia
missiles,Australia,,RIM-162 ESSM Block-2,SAM,-2014,,,Incl production of components in Canada (as part of NATO Sea Sparrow Consortium)
missiles,Canada,-200,RIM-162 ESSM,SAM,2001,2004-2012,-200,CAD507 m ($510 m) deal; for modernized Halifax (City) frigates; incl production of components in Canada (as part of NATO Sea Sparrow Consortium)
missiles,Denmark,-200,AIM-7M Sparrow,BVRAAM,-1994,1998-2003,-200,For Flyvefisken FAC/MCM ships and modernized Niels Juel frigates; RIM-7M Sea Sparrow (SAM) version; incl production of components in Denmark as part of 'NSSMS' progamme
missiles,Denmark,-175,RIM-162 ESSM,SAM,2002,2004-2016,-175,For 2 Absalon (FSS) frigate/support ships and 3 Huitfeldt (PS) frigates and possibly for 2 Rasmussen OPV
missiles,France,-1020,GMLRS,Guided rocket,-2007,2010-2014,-1020,Incl production of components in France; 12.5% of development financed by France; for use with MLRS MRL
missiles,Germany,4500,FIM-92 Stinger,Portable SAM,1986,1993-2004,-4500,Part of 'European Stinger Production Programme'; FIM-92A and FIM-92C version; FRG designation Fliegerfaust-2
missiles,Germany,-175,RIM-162 ESSM,SAM,-2002,2004-2013,-175,For Sachsen (F-124/Type-124) frigates; incl production of components in FRG
missiles,Germany,-1890,GMLRS,Guided rocket,-2007,2010-2014,-1890,Incl production of components in FRG; 12.5% of development financed by FRG; for use with MLRS MRL
missiles,Greece,-1100,FIM-92 Stinger,Portable SAM,1986,1993-2004,-1100,Part of 'European Stinger Production Programme'; from FRG production line; incl production of components in Greece; FIM-92A and FIM-92C version
missiles,Italy,-940,JDAM,Guided bomb,-2001,2002-2003,-940,
missiles,Italy,-181,AGM-88E AARGM,ARM,2009,2017-2019,-73,Mainly Italian AGM-88 rebuilt to AGM-88E AARGM version (incl production of components in Italy); delivery 2017-2020
missiles,Italy,-864,GMLRS,Guided rocket,2012,2013-2017,-864,For use with MLRS MRL; incl production of components in Italy; 12.5% of development financed by Italy
missiles,Japan,-350,AIM-7M Sparrow,BVRAAM,1993,1996-2006,-350,For Murasame and Takanami frigates; RIM-7M Sea Sparrow (SAM) version
missiles,Japan,-500,RIM-162 ESSM,SAM,2004,2008-2017,-500,"Produced in Japan; for Hyuga helicopter carriers and Akizuki, Takanami and Murasame frigates"
missiles,Japan,-36,RIM-161 SM-3 Block-1,SAM/ABM,-2006,2007-2010,-36,Part of $6.5-9.3 b anti-ballistic missile defence system (incl production of components in Japan); SM-3 Block-1A version; for Kongou destroyers
missiles,Netherlands,874,FIM-92 Stinger,Portable SAM,-1992,1998-2003,-874,Part of 'European Stinger Production Programme'; from FRG production line (incl production of components in Netherlands); FIM-92C version
missiles,Netherlands,-150,RIM-162 ESSM,SAM,2002,2003-2013,-150,For De Zeven Provincien frigates; incl production of components in Netherlands (as part of NATO Sea Sparrow Consortium)
missiles,Norway,500,AIM-120B AMRAAM,BVRAAM,1996,1998-2001,-500,$150 m (offsets incl production of components andassembly in Norway); for F-16AM (modernized F-16A) combat aircraft
missiles,Norway,-175,RIM-162 ESSM,SAM,-2000,2006-2013,-175,For Nansen frigates; incl production of components in Norway (as part of NATO Sea Sparrow Consortium)
missiles,Norway,526,FGM-148 Javelin,Anti-tank missile,2004,2006-2007,-526,$86 m deal (incl 90 launchers; offsets incl production of components in Norway)
missiles,Norway,,RIM-162 ESSM Block-2,SAM,-2018,,,Incl production of components in Norway (as part of NATO Sea Sparrow Consortium)
missiles,Spain,-325,RIM-162 ESSM,SAM,-2008,2009-2019,-325,For De Bazan (F-100) frigates; incl production of components in Spain (as part of NATO Sea Sparrow Consortium)
missiles,Spain,19,RIM-162 ESSM,SAM,2015,2017-2018,-19,
missiles,Turkey,-4800,FIM-92 Stinger,Portable SAM,1986,1993-2004,-4800,Part of 'European Stinger Production Programme'; from FRG production line; incl production of components in Turkey; FIM-92A and FIM-92C version
missiles,Turkey,-275,RIM-162 ESSM,SAM,-2009,2011-2017,-275,For Perry (Gaziantep or Gabya) and MEKO-200 frigates; incl production of components in Turkey (as part of NATO Sea Sparrow Consortium)
missiles,United Kingdom,980,AGM-114L HELLFIRE,Anti-tank missile,1995,2000-2003,-980,For AH-64D combat helicopters
missiles,United Kingdom,-1600,AGM-114K HELLFIRE,Anti-tank missile,-1996,2000-2004,-1600,For AH-64D combat helicopters; assembled/produced in UK
missiles,United Kingdom,3871,FGM-148 Javelin,Anti-tank missile,2003,2005-2007,-3871,GBP300 m ($459-490 m) 'LFATGWS' programme (offsets 100% incl production of components in UK)
missiles,United Kingdom,2303,Paveway,Guided bomb,2003,2008-2013,-2303,GBP120 m ($190 m) 'PGB' programme; Paveway-4 version
missiles,United Kingdom,-1200,FGM-148 Javelin,Anti-tank missile,2004,2007-2008,-1200,GBP100 m ($179 m) deal (offsets 100% incl production of components in UK)
missiles,United Kingdom,-2844,GMLRS,Guided rocket,2005,2007-2012,-2844,GBP250 m ($475 m) programme (incl first $60 m deal in 2005; 12.5% of development financed by UK; warhead and other components produced in UK); for use with MLRS and LIMAWS(R) MRL
missiles,United Kingdom,-1300,FGM-148 Javelin,Anti-tank missile,2009,2010-2012,-1300,$176 m deal
missiles,United Kingdom,-1000,Paveway,Guided bomb,2012,2013-2014,-1000,GBP60 m deal; Paveway-4 version; replacing Paveway used in Libya war 2011
missiles,United Kingdom,-400,Paveway,Guided bomb,2012,2013,-400,GBP25 m deal; Paveway-4 version; produced in UK
missiles,United Kingdom,-250,Paveway,Guided bomb,2012,2014,-250,Paveway-4 version; produced in UK
missiles,Afghanistan,-250,Paveway,Guided bomb,-2017,2017-2019,-250,Paveway-2 version
missiles,Argentina,-42,BGM-71 TOW,Anti-tank missile,2000,2002-2003,42,BGM-71E TOW-2A version
missiles,Argentina,-200,AIM-9L Sidewinder,SRAAM,-2001,2002-2003,-200,AIM-9L version; for A-4AR combat aircraft
missiles,Australia,12,RGM-84 Harpoon,Anti-ship missile,1995,2000-2001,-12,$38 m deal
missiles,Australia,51,AGM-142A/Popeye-1,ASM,1998,2001-2004,-51,AUD90 m 'Project Air-5398'; AGM-142E version; for F-111C/G combat aircraft
missiles,Australia,-250,AIM-120B AMRAAM,BVRAAM,-2000,2001-2006,-250,'Project Air-5400'; for F/A-18A combat aircraft
missiles,Australia,-70,AGM-142A/Popeye-1,ASM,-2001,2005-2008,-70,
missiles,Australia,-10,FGM-148 Javelin,Anti-tank missile,2001,2001,-10,For use by Australian forces in Afghanistan
missiles,Australia,64,RGM-84L Harpoon-2,Anti-ship MI/SSM,2002,2006-2014,-64,AUD170 m ($96 m) 'Project Sea-1348'; RGM-84L Harpoon Block-2 version; for MEKO-200 (Anzac) frigates
missiles,Australia,-676,FGM-148 Javelin,Anti-tank missile,2003,2005-2007,-676,AUD180 m ($100-110 m) 'Project Land-40-1'; delivery 2005-2007
missiles,Australia,-150,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,-2003,2007-2010,-150,AUD465 m ($280 m) 'Project Sea-1429'; for Collins submarines
