category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
engines,Singapore,-730,Caterpillar-3126,Diesel engine,-2000,2001-2013,-730,For 730 Bronco APC produced in Singapore
engines,Singapore,-450,C-9,Diesel engine,2009,2010-2018,-450,For AV-81 Terrex (Terrex-1) APC/IFV produced in Singapore
engines,Singapore,-24,F-124,Turbofan,2010,2012-2014,-24,For 12 M-346 trainer/combat aircraft from Italy
engines,Slovakia,4,AE-2100,Turboprop,2014,2017-2018,4,For 2 C-27J transport aircraft from Italy
engines,South Africa,-9,F404,Turbofan,1999,2008-2009,9,For 9 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line
engines,South Africa,4,LM-2500,Gas turbine,-1999,2006-2007,4,For 4 MEKO-A200 (Valour) frigates from FRG
engines,South Africa,-17,F404,Turbofan,-2000,2010-2012,-17,For 17 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line
engines,South Africa,8,T-800,Turboshaft,2003,2007,8,For 4 Super Lynx-300 helicopters from UK
engines,South Korea,6,LM-2500,Gas turbine,-1993,1998-2000,6,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea
engines,South Korea,16,CT7,Turboprop,1997,2001-2002,16,For 8 CN-235 transport aircraft from Indonesia; CT-7-9C3 version
engines,South Korea,6,LM-2500,Gas turbine,-1999,2003-2005,6,For 3 KDX-2 frigates produced in South Korea
engines,South Korea,12,LM-2500,Gas turbine,-2002,2008-2012,12,For 3 KDX-3 destroyers produced in South Korea
engines,South Korea,27,F404,Turbofan,-2003,2006-2008,-27,$80 m deal; F-404-GE-102 version for 25 T-50 trainer aircraft produced in South Korea (including 2 spare engines)
engines,South Korea,36,LM-500,Gas turbine,-2005,2008-2018,-36,For 18 Gumdoksuri (PKX or PKG-A) FAC produced in South Korea
engines,South Korea,-12,LM-2500,Gas turbine,-2009,2013-2016,12,For 6 Incheon (FFX) frigates produced in South Korea
engines,South Korea,-16,T-800,Turboshaft,-2012,2016,-16,For 8 AW-159 helicopters from UK
engines,South Korea,5,T55-L,Turboshaft,-2013,2014,-5,Second-hand; T55-GA-714 version; spares for CH-47D helicopters
engines,South Korea,2,T-700,Turboshaft,2013,2016,-2,Spares for AH-64E combat helicopters
engines,South Korea,-6,F135-100,Turbofan,2014,2018-2019,-4,Spares for F-35A combat aircraft
engines,South Korea,-32,C32,Diesel engine,-2015,2017-2019,-8,For 16 PKX-B FAC produced in South Korea
engines,South Korea,32,LM-500,Gas turbine,-2015,2017-2019,-8,For 16 PKX-B FAC produced in South Korea
engines,South Korea,-240,F414,Turbofan,-2016,,,For KFX combat aircraft produced in South Korea
engines,South Korea,12,LM-2500,Gas turbine,-2019,,,For 3 Sejong the Great (KDX-3 Batch-2) destroyers produced in South Korea
engines,South Sudan,-25,VT-400,Diesel engine,2012,2012-2013,-25,For 25 Typhoon APC from UAE
engines,Spain,10,LM-2500,Gas turbine,1996,2002-2012,10,For 5 De Bazan (F-100) frigates produced in Spain
engines,Spain,19,VT-400,Diesel engine,1997,1999-2000,19,Part of $40 m modernization of 19 LVTP-7/AAV-7 APC to LVTP-7A!/AAV-7A1 version
engines,Spain,1,LM-2500,Gas turbine,2004,2010,1,For Juan Carlos AALS/aircraft carrier produced in Spain
engines,Spain,43,T55-L,Turboshaft,2006,2007-2009,-43,$73 m deal; for modernization of CH-47 helicopters; T-55-GA-714 A version
engines,Suriname,-1,Power Stroke,Diesel engine,2012,2012,-1,For 1 Hunter TR-12 APC from Colombia
engines,Sweden,20,TF-50,Gas turbine,-1995,2006-2008,20,For 5 Visby corvettes produced in Sweden; TF-50A version
engines,Sweden,-48,6BT,Diesel engine,2012,2013,-48,For 48 BvS-10 APC produced in Sweden
engines,Sweden,-102,6BT,Diesel engine,-2013,2014-2015,-102,For 102 BvS-10 APC produced in Sweden
engines,Sweden,-60,F414,Turbofan,-2013,,,For 60 Gripen-E combat aircraft produced in Sweden
engines,Switzerland,-515,6V-53,Diesel engine,1995,1997-2002,-515,For 515 Piranha APC produced in Switzerland
engines,Switzerland,-232,6BT,Diesel engine,-2009,2010-2012,-232,6BTA-5.9 version for 232 Duro-3P APC produced in Switzerland
engines,Switzerland,-12,C-9,Diesel engine,-2009,2010-2012,-12,For 12 Piranha-3C APC produced in Switzerland
engines,Switzerland,-420,ISB5.9,Diesel engine,2009,2010-2017,-420,For 420 Duro-3P (GMTF or RP-13) APC produced in Switzerland
engines,Taiwan,-650,C-9,Diesel engine,-2005,2014-2019,-650,For 650 CM-32 APC/IFV produced in Taiwan
engines,Taiwan,-9,T-700,Turboshaft,2010,2013-2014,-9,Spares for AH-64E combat helicopters
engines,Taiwan,-132,F-125,Turbofan,-2017,,,For 66 AT-5 trainer aircraft produced in Taiwan
engines,Thailand,4,T-800,Turboshaft,2001,2004,4,For 2 Super Lynx-300 helicopters from UK
engines,Thailand,-10,Caterpillar-3126,Diesel engine,-2008,2010,-10,For Bronco APC from  Singapore
engines,Thailand,-6,F404,Turbofan,2008,2011,-6,For 6 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line
engines,Thailand,-6,F404,Turbofan,2010,2013,-6,For 6 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line
engines,Thailand,-21,6BT,Diesel engine,2012,2012-2014,-21,For First Win APC/APV produced in Thailand; designation uncertain (reported as 250-300hp Cummins diesel)
engines,Thailand,1,LM-2500,Gas turbine,2013,2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
engines,Thailand,-4,F404,Turbofan,2015,2018,-4,For 4 T-50 trainer/combat aircraft from South Korea
engines,Thailand,-8,F404,Turbofan,2017,2019,-4,For 8 T-50 trainer/combat aircraft from South Korea
engines,Tunisia,-20,ISC,Diesel engine,2014,2014,-20,For Navigator (Kirpi) APC from Turkey
engines,Tunisia,8,C280-12,Diesel engine,2016,2018,8,For 4 OPV-1400 (Jugartha) OPV from Netherlands; designation uncertain (reported as '4730hp Caterpillar engines')
engines,Tunisia,-70,ISC,Diesel engine,-2016,2017,-70,For 70 Ejder Yalcin APC from Turkey; designation uncertain (reported as 'Cummins 375hp diesel')
engines,Tunisia,-10,VT-400,Diesel engine,-2016,2016,-10,For 10 Typhoon APC from UAE
engines,Turkey,-2000,6V-53,Diesel engine,-1990,1991-2008,-2000,For modernization of some 2000 M-113 APC to M-113A2T2
engines,Turkey,8,LM-2500,Gas turbine,1990,1995-2000,8,For 4 MEKO-200T2 (Barbaros) frigates from FRG
engines,Turkey,-18,CT7,Turboprop,1998,2013-2014,-18,For 6 CN-235D/K ASW and 3 CN-235 MP aircraft from Spain
engines,Turkey,2,LM-2500,Gas turbine,-2007,2011-2013,2,For 2 MilGem (Ada) frigates produced in Turkey
engines,Turkey,-70,AVDS-1790,Diesel engine,2008,2013-2019,-62,For K-10/Poyraz ALV from South Korea
engines,Turkey,-468,ISC,Diesel engine,2009,2010-2015,-468,For 468 Navigator (BMC-350) APC from Israel; designation uncertain (reported as 350hp Cummins diesel)
engines,Turkey,50,ISC,Diesel engine,2013,2014-2015,-50,For 50 Ejder Yalcin APC produced in Turkey; designation uncertain (reported as 'Cummins 375hp diesel')
engines,Turkey,2,LM-2500,Gas turbine,2015,2018-2019,2,For 2 MilGem (Ada) frigates produced in Turkey
engines,Turkey,-50,ISC,Diesel engine,2016,2016,-50,For 50 Ejder Yalcin APC produced in Turkey; designation uncertain (reported as 'Cummins 375hp diesel')
engines,Turkey,4,LM-2500,Gas turbine,-2016,,,For 4 TF-100 (I or MilGem-G) frigates produced in Turkey
engines,UAE,136,6V-53,Diesel engine,1997,1999-2000,-136,For 136 AIFV (ACV-350) APC from Turkey; 6V-53TA version
engines,UAE,-16,T55-L,Turboshaft,2005,2006-2010,-16,From Italian production line; T-55-L-712E version; for modernization of 8 CH-47C helicopters
engines,UAE,-100,ISB4,Diesel engine,2015,2016-2019,-100,For N35 APC from South Africa
engines,UAE,-400,C-9,Diesel engine,2017,2018-2019,-100,For 400 Rabdan IFV; designation uncertain (reported as 'Caterpillar diesel engine').
engines,United Kingdom,-2300,6BT,Diesel engine,1997,1999-2012,-2300,"6BTA-5.9 version; for 188 BvS-10 APC from Sweden and modernization of some 2100 Scimitar and Sabre reconnaissance vehicles and Spartan, Stormer and FV-432 Bulldog APC"
engines,United Kingdom,-56,T-800,Turboshaft,-2006,2015-2016,-56,For 28 AW-159 (Wildcat) ASW helicopters produced in UK
engines,United Kingdom,-115,Caterpillar-3126,Diesel engine,2008,2010-2011,-115,For 115 Bronco (Warthog) APC from Singapore
engines,United Kingdom,-24,Caterpillar-3126,Diesel engine,2008,2008,-24,For 24 Bushmaster APC from Australia
engines,United Kingdom,-92,T55-L,Turboshaft,2009,2012-2016,-92,GBP128 m deal; T55-714 version for 'Project Julius' modernization of 38 CH-47 (Chinook HC-2) helicopters to Chinook HC-4
engines,United Kingdom,-16,PW-2000/F-117,Turbofan,2012,2012-2013,-16,Part of $300 m deal; F-117 version; spares for C-17 transport aircraft
engines,United Nations**,-115,ISB5.9,Diesel engine,2013,2014-2015,-115,For 115 Puma M-26 APC from South Africa
engines,Uzbekistan,-24,ISC,Diesel engine,2017,2018-2019,-24,For 24 Ejder Yalcin APC from Turkey; designation uncertain (reported as 'Cummins 375hp diesel')
engines,Venezuela,2,Caterpillar-3616,Diesel engine,1999,2001,2,For 1 Ciudad Bolivar support ship from South Korea
engines,Yemen,-2,CT7,Turboprop,2011,2013,2,For 1 CN-235 transport aircraft from Spain
engines,Zambia,4,AE-2100,Turboprop,2015,2019,4,For 2 C-27J transport aircraft from Italy
sensors,Australia,4,TPS-77,Air search radar,1998,2004-2005,-4,AUD125-150 m ($68-90 m) 'Project Air-5375'
sensors,Finland,1,Dragon Shield,SIGINT system,2010,2018,1,$100 m deal (incl production of components in Finland); for modification of 1 C295 transport aircraft to SIGINT aircraft
sensors,Germany,-18,HELRAS,ASW sonar,2003,2019,-3,For 18 NH-90 ASW helicopters produced in FRG
sensors,Japan,27,SeaVue,MP aircraft radar,1992,1995-2010,27,For 27 BAe-125-800/RH-800 (U-125A) MP aircraft from UK and USA; Japanese designation APQ-2
sensors,Japan,-80,APG-63,Combat ac radar,-2004,2007-2015,-80,AN/APG-63(V)1 version for modernization of F-15J combat aircraft
sensors,South Korea,4,TPS-77,Air search radar,2000,2002,-4,$54 m deal (offsets incl production of components in South Korea)
sensors,South Korea,3,TPS-77,Air search radar,2002,2004,-3,$39 m deal (offsets incl production of components in South Korea)
sensors,Taiwan,131,APG-67,Combat ac radar,-1982,1989-2000,-131,Incl production in Taiwan; for 131 F-CK-1 (Ching Kuo) combat aircraft produced in Taiwan; Taiwanese designation Golden Dragon-53
sensors,United Kingdom,5,ASTOR,AGS radar,1999,2007,-5,Part of $1.3 b deal (offsets 100% incl production of 4 in UK); for modification of 5 BD-700 transport aircraft from Canada to AGS aircraft
sensors,Algeria,4,TPS-70,Air search radar,-1998,2000-2001,-4,
sensors,Argentina,2,TPS-43,Air search radar,2003,2004,2,Second-hand; aid
sensors,Argentina,3,TPS-43,Air search radar,2004,2004,-3,Second-hand; $2 m deal
sensors,Australia,8,SPS-49,Air search radar,1993,1996-2006,8,For 8 MEKO-200 (Anzac) frigates from FRG; AN/SPS-49V(8) version
sensors,Australia,71,APG-73,Combat ac radar,2000,2002-2003,-71,AUD250 m deal; for modernization of 71 F/A-18 FGA aircraft
sensors,Australia,5,PSTAR-ER,Air search radar,2003,2004-2006,-5,Part of AUD110 m ($73 m) 'Project Land-19 Phase-6'; for use with RBS-70 MANPADS
sensors,Australia,-24,ASQ-228 ATFLIR,Aircraft EO system,-2007,2010-2011,-24,For F/A-18E combat aircraft
sensors,Australia,3,Type-2150,ASW sonar,-2007,2017-2018,2,For 3 Hobart destroyers from Spain
sensors,Australia,3,SPY-1F,Air search radar,2008,2017-2018,2,For 3 Hobart destroyers from Spain
sensors,Australia,3,SPQ-9,Fire control radar,2009,2017-2018,2,For 3 Hobart destroyers from Spain
sensors,Bahrain,1,TPS-59,Air search radar,2004,2007,1,$44 m deal; AN/TPS-59(V)3 version
sensors,Bahrain,-25,AAQ-33 Sniper,Aircraft EO system,2017,,,For F-16V combat aircraft
sensors,Bahrain,-26,APG-83 SABR,Combat ac radar,2017,,,For modernization of 20 F-16C to F-16V version (incl 6 spare radars)
sensors,Bahrain,6,DB-110,Aircraft recce system,2019,,,For F-16V combat aircraft
sensors,Belgium,-92,APG-66,Combat ac radar,1993,1996-2004,-92,For 'Mid-Life Update' (MLU) modernization of 92 F-16A combat aircraft to F-16AM (F-16C) version
sensors,Belgium,8,AAQ-13 LANTIRN,Combat ac radar,-2000,2002,-8,For F-16AM (modernized F-16A) combat aircraft
sensors,Belgium,8,AAQ-14 LANTIRN,Aircraft EO system,-2000,2002,-8,For F-16AM (modernized F-16A) combat aircraft
sensors,Belgium,8,AAQ-33 Sniper,Aircraft EO system,2006,2007-2008,-8,For F-16AM combat aircraft; PANTERA version
sensors,Belgium,5,AAQ-33 Sniper,Aircraft EO system,2013,2015,-5,$12 m deal
sensors,Brazil,2,EDO-700,ASW sonar,-1995,2002-2004,2,EDO-700E or EDO-701 version for modernization of 2 Niteroi frigates
sensors,Brazil,7,EDO-997,ASW sonar,-1995,2001-2008,-7,For 1 Barroso frigate produced in Brazil and for modernization of 6 Niteroi frigates; EDO-997F version
sensors,Brazil,6,TPS-77,Air search radar,1997,1999-2001,-6,For 'SIVAM' air-surveilance network
sensors,Brazil,5,APS-143(V),MP aircraft radar,-2013,,,For 5 EC725 (AH-15B) helicopters from France
sensors,Canada,80,APG-73,Combat ac radar,2001,2003-2006,-80,For modernization of 80 CF-18 (F/A-18) combat aircraft to CF-18IMP
sensors,Canada,47,MSTAR,Ground surv radar,2001,2002-2003,-47,$13 m deal; AN/PPS-5C version; for Piranha-3 APC (artillery fire control version)
sensors,Canada,-10,APS-143(V),MP aircraft radar,-2002,2011-2015,-10,AN/APS-508 version; for 'AIMP' modernization programme of 10 P-3 (CP-140A) ASW aircraft to CP-140M
sensors,Canada,36,AAQ-33 Sniper,Aircraft EO system,2007,2007-2008,-36,CAD126 m ($109 m) deal
sensors,Canada,15,AN/SPY-7,Air search radar,-2019,,,For 15 Global Combat Ship frigates from UK
sensors,Chile,3,APS-115,MP aircraft radar,-2000,2003,-3,For modernization of 3 P-3 ASW aircraft
sensors,Chile,3,APS-143(V),MP aircraft radar,2007,2010-2011,3,For 3 C-295 MP and ASW aircraft from Spain; APS-143C(V)3 version
sensors,Chile,6,MPQ-64 Sentinel,Air search radar,2011,2013-2015,-6,
sensors,Chile,5,HELRAS,ASW sonar,-2012,2013-2014,-5,For modernization of 5 AS-332 ASW helicopters
sensors,Colombia,5,TPS-70,Air search radar,-1998,2001-2007,-5,Aid
sensors,Colombia,2,APG-66,Combat ac radar,-2000,2001,2,Part of $1.3 b 'Plan Colombia' anti-narcotics aid; for modification of 2 Metro-3 transport aircraft to AEW aircraft
sensors,Colombia,-7,RDR-1400C,MP aircraft radar,-2000,2000-2001,-7,For modernization of 2 PA-31 aircraft and 4 Bell-412 and 1 Bell-212 helicopters
sensors,Colombia,-5,MSTAR,Ground surv radar,-2003,2003,-5,AN/PPS-5C version
sensors,Colombia,3,TPS-79 MMSR,Air search radar,-2006,2008-2009,-3,
sensors,Colombia,-2,APS-143(V),MP aircraft radar,2012,2014-2015,-2,For modernization of 2 CN-235MP MP aircraft
sensors,Colombia,-4,TPS-70,Air search radar,2013,2015,4,Part of $118-126 m deal for 'SISDAN' air defence system; AN/TPS-78 version
sensors,Croatia,5,TPS-77,Air search radar,1999,2001,-5,Part of $94 m deal; FPS-117(E)1T version
sensors,Denmark,-61,APG-66,Combat ac radar,1993,1995-2001,-61,For 'Mid-Life Update' (MLU) modernization of 61 F-16A combat aircraft to F-16AM (F-16C) version
sensors,Denmark,13,AAQ-14 LANTIRN,Aircraft EO system,1999,2001-2002,-13,For modernized F-16 combat aircraft
sensors,Denmark,3,APS-143(V),MP aircraft radar,2002,2003-2004,-3,For 3 Challenger-604 MP aircraft from Canada
sensors,Denmark,2,TPS-77,Air search radar,2005,2007,2,$40 m deal
sensors,Denmark,3,AAQ-14 LANTIRN,Aircraft EO system,2006,2008,3,Part of $20 m deal; LANTIRN-ER version
sensors,Egypt,5,APS-145,AEW radar,1999,2005-2008,-5,Part of $138 m deal (not incl $36 m for installation); for modernization of 5 E-2C AEW&C aircraft to Hawkeye-2000
sensors,Egypt,5,TPS-59,Air search radar,1999,2002-2003,-5,$59 m deal; Egyptian AN/TPS-59M/34 rebuilt to AN/TPS-59(V)3
sensors,Egypt,15,AAQ-13 LANTIRN,Combat ac radar,2000,2001,-15,Part $71 m deal; for F-16 combat aircraft
sensors,Egypt,15,AAQ-14 LANTIRN,Aircraft EO system,2000,2001,-15,Part of $71 m deal; AAQ-19 Sharpshooter version; for F-16 combat aircraft
sensors,Egypt,6,TPQ-36 Firefinder,Arty locating radar,2000,2002-2003,-6,$27 m deal (part of $50 m deal); AN/TPQ-36(V)9 version
sensors,Egypt,6,SPS-48E LBR,Air search radar,2001,2005-2006,-6,$143 m deal; SPS-48E version
sensors,Egypt,1,DB-110,Aircraft recce system,2010,2013,-1,$11 m deal; for use on F-16C Block-52 combat aircraft
sensors,Egypt,-2,LFATS,ASW sonar,2010,2013,-2,$25 m deal; for modernization of frigates
sensors,Egypt,-12,AAQ-33 Sniper,Aircraft EO system,2011,2013-2015,-12,For F-16C Block-50 combat aircraft
sensors,Egypt,65,AAQ-14 LANTIRN,Aircraft EO system,2016,2018-2019,-65,Second-hand
sensors,Egypt,8,MPQ-64 Sentinel,Air search radar,2017,2019,-2,
sensors,Estonia,1,TPS-77,Air search radar,2001,2003,1,$12 m deal (part of $30 m deal); for 'BALTNET' air surveillance network
sensors,Finland,12,MPQ-64 Sentinel,Air search radar,2009,2013-2015,-12,MPQ-64F2 version for NASAMS-2 SAM systems from Norway
sensors,Germany,7,AQS-13F,ASW sonar,1996,1999-2000,7,AQS-18 version; for 7 Super Lynx ASW helicopters from UK
sensors,Greece,35,APG-65,Combat ac radar,1997,2003-2005,-35,Part of $315-336 m 'Peace Icarus-2000' modernization programme of 35 F-4E combat aircraft by FRG company; from FRG production line
sensors,Greece,8,HELRAS,ASW sonar,-1998,2009-2012,-8,For modernization of 8 S-70B (SH-60B) ASW helicopters
sensors,Greece,6,TPQ-37 Firefinder,Arty locating radar,-2000,2003-2004,-6,
sensors,Greece,4,APG-78 Longbow,Combat heli radar,2003,2007,-4,Part of $675-703 m deal (offsets $845 m); for AH-64D combat helicopters; option on 4 more not used
sensors,Greece,2,DB-110,Aircraft recce system,2007,2009,-2,For F-16 combat aircraft
sensors,Greece,-85,APG-83 SABR,Combat ac radar,2018,,,For modernization of 85 F-16C to F-16V version; delivery planned 2021-2028
sensors,India,8,TPQ-37 Firefinder,Arty locating radar,2002,2006,8,Part of $142-200 m deal; originally planned for 1998 but embargoed by USA after Indian nuclear tests in 1998; AN/TPQ-37(V)3 version
sensors,India,4,TPQ-37 Firefinder,Arty locating radar,2003,2006-2007,4,Part of $142-200 m deal; AN/TPQ-37(V)3 version
sensors,India,12,APG-78 Longbow,Combat heli radar,2016,2019,-4,For AH-64E combat helicopters
sensors,India,,MPQ-64 Sentinel,Air search radar,-2019,,,For use with NASAMS SAM system from Norway
sensors,Indonesia,16,APG-66,Combat ac radar,1996,1999-2007,-16,For 16 Hawk-200 combat aircraft from UK; status of last 6 uncertain after US arms embargo during 1999-2006 against Indonesia
sensors,Indonesia,-4,APG-78 Longbow,Combat heli radar,-2012,2017-2018,-4,For 4 AH-64E combat helicopters
sensors,Indonesia,2,APS-143(V),MP aircraft radar,-2013,2014,2,For 2 CN-235MPA MP aircraft produced in Indonesia
sensors,Indonesia,11,HELRAS,ASW sonar,2014,,,For 11 AS-565S (AS-565MBe) ASW helicopters from France; first 10 AS-565 delivered without HELRAS (to be fitted later)
sensors,Indonesia,-24,AAQ-33 Sniper,Aircraft EO system,2017,,,For F-16 combat aircraft
sensors,Iraq,1,TPS-77,Air search radar,-2006,2009,1,
sensors,Iraq,1,TPS-77,Air search radar,2011,2013,-1,$26 m deal; designation uncertain
sensors,Iraq,-20,AAQ-33 Sniper,Aircraft EO system,2012,2015,-20,$32 m deal
sensors,Iraq,4,APG-68,Combat ac radar,2012,2015,-4,AN/APG-68(V)9 version; spares for F-16 combat aircraft
sensors,Iraq,4,DB-110,Aircraft recce system,2012,2015-2016,-4,$71 m deal; for use on F-16 combat aircraft
sensors,Iraq,-13,MPQ-64 Sentinel,Air search radar,-2013,2013-2014,-13,
sensors,Iraq,1,TPS-77,Air search radar,2019,,,Designation uncertain; reported as Long-Range Radar 3; delivery planned 2022
sensors,Ireland,2,APS-143(V),MP aircraft radar,2006,2007-2008,2,Part of EUR12.5 m deal for modernization of 2 CN-235 MP aircraft
sensors,Israel,-30,AAQ-13 LANTIRN,Combat ac radar,-1998,2000-2001,-30,For F-15I combat aircraft
sensors,Israel,-30,AAQ-14 LANTIRN,Aircraft EO system,-1998,2000-2001,-30,For F-15I combat aircraft
sensors,Israel,6,APG-78 Longbow,Combat heli radar,2004,2006,-6,For AH-64D combat helicopters
sensors,Israel,-60,AAQ-14 LANTIRN,Aircraft EO system,2014,2015,60,Second-hand; aid
sensors,Israel,-25,APG-82,Combat ac radar,-2016,,,'FMF' aid; APG-82(V)1 version for modernization of 25 F-15I combat aircraft
sensors,Italy,10,HELRAS,ASW sonar,1999,2002-2004,-10,For 8 EH-101 ASW helicopters produced in Italy; probably from FRG production line
sensors,Italy,2,TPS-77,Air search radar,2002,2005-2006,-2,AN/TPS-117 version
sensors,Italy,46,HELRAS,ASW sonar,2003,2011-2019,-46,For 46 NH-90 ASW helicopters produced in Italy; from FRG production line
sensors,Italy,3,APY-8 Lynx,AGS radar,2011,2012,-3,For MQ-9 (RQ-9) UAV from USA
sensors,Japan,-13,APS-145,AEW radar,2000,2004-2008,-13,For modernization of 13 E-2C AEW&C aircraft to Hawkeye-2000
sensors,Japan,-4,DB-110,Aircraft recce system,-2000,2002-2003,-4,For OP-3C reconnaissance aircraft
sensors,Japan,-13,APG-78 Longbow,Combat heli radar,2001,2006-2016,-13,For AH-64D (AH-64DJP) combat helicopters
sensors,Japan,6,SPG-62,Fire control radar,-2002,2007-2008,6,For 2 Atago destroyers produced in Japan; for use with Standard SAM
sensors,Japan,2,SPY-1D,Air search radar,2002,2007-2008,2,For 2 Atago destroyers produced in Japan
sensors,Japan,-11,AQS-24,MCM sonar,2011,2014-2019,-7,For EH-101 (MCH-101) MCM helicopter from UK
sensors,Japan,1,AAQ-33 Sniper,Aircraft EO system,2014,2016,-1,For F-2 combat aircraft
sensors,Japan,2,SPY-1D,Air search radar,2016,,,For 2 Maya destroyers produced in Japan; SPY-1D(V) version
sensors,Japan,-1,APY-9,AEW radar,-2018,,,Spare radar for E-2D AEW&C aircraft
sensors,Jordan,1,TPS-77,Air search radar,-2000,2002,1,AN/TPS-117 version
sensors,Jordan,2,TPS-77,Air search radar,-2002,2004,2,
sensors,Jordan,17,APG-66,Combat ac radar,2004,2007-2009,-17,Part of $87 m deal; for modernization of 17 Jordanian F-16ADF combat aircraft to F-16AM in Turkey
sensors,Jordan,5,AAQ-33 Sniper,Aircraft EO system,2013,2014,-5,$16.5 m deal; for F-16 combat aircraft
sensors,Jordan,10,AAQ-33 Sniper,Aircraft EO system,2015,2015-2016,-10,Second-hand; $8.9 m deal
sensors,Jordan,-9,TPQ-36 Firefinder,Arty locating radar,2016,2019,-9,Second-hand
sensors,Jordan,2,TPS-77,Air search radar,2016,2017-2018,-2,Part of $42 m deal; designation uncertain (reported as 'long-range radar')
sensors,Jordan,,DB-110,Aircraft recce system,2018,,,
sensors,Kuwait,8,APG-78 Longbow,Combat heli radar,2003,2007,-8,Part of $46 m deal; for 8 AH-64D combat helicopters
sensors,Kuwait,1,TPS-63,Air search radar,2003,2005,1,$84-113 m deal; LASS version (on aerostat)
sensors,Kuwait,-5,AAQ-33 Sniper,Aircraft EO system,-2005,2006,-5,$12.5 m deal
sensors,Kuwait,14,AAQ-33 Sniper,Aircraft EO system,-2016,2018-2019,-14,For F/A-18C combat aircraft
sensors,Kuwait,18,AAQ-33 Sniper,Aircraft EO system,2016,,,For Typhoon combat aircraft
sensors,Latvia,1,TPS-77,Air search radar,2001,2003,1,$13 m deal (part of $30 m deal); for 'BALTNET' air surveillance network
sensors,Latvia,2,TPS-77,Air search radar,2007,2009-2010,-2,$44 m deal
sensors,Latvia,4,MPQ-64 Sentinel,Air search radar,2015,2016,4,
sensors,Latvia,3,TPS-77,Air search radar,2015,2018-2019,-3,TPS-77 MRR version
sensors,Lithuania,2,MPQ-64 Sentinel,Air search radar,2002,2006,-2,Part of $31 m deal; for use with Stinger MANPADS
sensors,Lithuania,2,MPQ-64 Sentinel,Air search radar,-2016,,,For 2 NASAMS SAM systems from Norway
sensors,Malaysia,6,RDR-1500,MP aircraft radar,-2001,2003-2004,-6,For 6 AS-555SN helicopters from France
sensors,Malaysia,6,ASQ-228 ATFLIR,Aircraft EO system,2012,2016-2017,-6,$26 m deal; for modernization of 6 F/A-18D combat aircraft
sensors,Malaysia,4,RDR-1700,MP aircraft radar,-2012,2014,-4,For modernization of 4 King Air-200T MP aircraft
sensors,Mexico,2,SeaVue,MP aircraft radar,2001,2004,2,For 2 EMB-145 MP aircraft from Brazil
sensors,Mexico,8,SeaVue,MP aircraft radar,2002,2004-2006,-8,For modernization of 8 C-212 MP aircraft in Spain and Mexico to C-212ES5MSA
sensors,Mexico,-11,SeaVue,MP aircraft radar,-2002,2004,11,For modernization of 11 Bo-105CBS helicopters to Super Five version
sensors,Mexico,4,MPQ-64 Sentinel,Air search radar,2003,2006,4,$26 m deal
sensors,Mexico,2,APS-143(V),MP aircraft radar,2008,2010,2,For 2 CN-235MP MP aircraft from Spain
sensors,Mexico,6,APS-143(V),MP aircraft radar,2010,2011-2015,6,APS-143(V)3 version for 6 CN-235MP MP aircraft from Spain
sensors,Mexico,-4,TPS-70,Air search radar,2011,2012-2013,-4,$119 m or $221 m deal; AN/TPS-78 and/or AN/TPS-703 version
sensors,Morocco,4,DB-110,Aircraft recce system,2008,2011,-4,$88 m deal; for F-16 combat aircraft
sensors,Morocco,3,TPS-79 MMSR,Air search radar,2008,2010,-3,
sensors,Morocco,-12,AAQ-33 Sniper,Aircraft EO system,2009,2011,-12,$30 m deal; for F-16C combat aircraft
sensors,Morocco,8,MPQ-64 Sentinel,Air search radar,2011,2012-2013,-8,MPQ-64F1 version
sensors,Netherlands,139,APG-66,Combat ac radar,1993,1996-2003,-139,For 'Mid-Life Update' (MLU) modernization of 139 F-16A combat aircraft to F-16AM (F-16C) version
sensors,Netherlands,10,AAQ-14 LANTIRN,Aircraft EO system,1997,2001,-10,LANTIRN-2000+ version; for F-16 combat aircraft
sensors,Netherlands,-10,AAQ-14 LANTIRN,Aircraft EO system,1999,2001,-10,LANTIRN-2000+ version; for F-16 combat aircraft
sensors,Netherlands,-13,HELRAS,ASW sonar,2003,2010-2016,-13,For 12 NH-90 ASW helicopters from multi-national (incl Dutch) production (incl 1 spare HELRAS); from FRG production line
sensors,Netherlands,2,APS-143(V),MP aircraft radar,2004,2005,2,For modification of 2 Fokker-60 transport aircraft to MP aircraft
sensors,Netherlands,29,AAQ-33 Sniper,Aircraft EO system,2015,2016-2017,-29,Sniper-AT version for use on F-16 combat aircraft
sensors,Norway,-56,APG-66,Combat ac radar,1993,1996-2002,-56,For 'Mid-Life Update' (MLU) modernization of 56 F-16A combat aircraft to F-16AM (F-16C) version
sensors,Norway,10,SPG-62,Fire control radar,2000,2006-2011,10,For 5 Nansen frigates from Spain
